CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,CD_DIST,NM_MUN,NM_DIST,Total_setores,v0001,v0002,v0003,v0004,v0005,v0006,v0007
1,Norte,11,Rondônia,1100015,110001505,Alta Floresta D'Oeste,Alta Floresta D'Oeste,34,16744,7687,7672,15,2.725595821,3.199477636,6126
1,Norte,11,Rondônia,1100015,110001515,Alta Floresta D'Oeste,Filadélfia d'Oeste,3,551,330,329,1,2.978378378,1.621621622,185
1,Norte,11,Rondônia,1100015,110001520,Alta Floresta D'Oeste,Izidolândia,5,532,319,319,0,2.972067039,,179
1,Norte,11,Rondônia,1100015,110001525,Alta Floresta D'Oeste,Nova Gease d'Oeste,19,1175,512,509,3,3.245856354,2.762430939,362
1,Norte,11,Rondônia,1100015,110001530,Alta Floresta D'Oeste,Rolim de Moura do Guaporé,6,801,458,458,0,3.166007905,1.185770751,253
1,Norte,11,Rondônia,1100015,110001535,Alta Floresta D'Oeste,Santo Antônio d'Oeste,6,1691,775,775,0,2.846801347,2.525252525,594
1,Norte,11,Rondônia,1100023,110002305,Ariquemes,Ariquemes,151,96833,44157,44114,43,2.765064397,4.381324747,34784
1,Norte,11,Rondônia,1100031,110003105,Cabixi,Cabixi,15,5351,2927,2921,6,2.720386375,4.931367565,1967
1,Norte,11,Rondônia,1100049,110004905,Cacoal,Cacoal,104,75267,34941,34916,25,2.682821119,2.86553478,27918
1,Norte,11,Rondônia,1100049,110004910,Cacoal,Riozinho,48,11350,5852,5852,0,2.896146976,0.535850982,3919
1,Norte,11,Rondônia,1100049,110004915,Cacoal,Divinópolis,2,270,137,137,0,2.872340426,,94
1,Norte,11,Rondônia,1100056,110005605,Cerejeiras,Cerejeiras,31,15890,7069,7064,5,2.689754935,3.931245745,5876
1,Norte,11,Rondônia,1100064,110006405,Colorado do Oeste,Colorado do Oeste,49,15663,8150,8146,4,2.614421632,4.473376732,5991
1,Norte,11,Rondônia,1100072,110007205,Corumbiara,Corumbiara,23,7519,3960,3920,40,2.641449683,4.644616467,2842
1,Norte,11,Rondônia,1100080,110008005,Costa Marques,Costa Marques,18,8979,3964,3953,11,3.091098748,0.625869263,2876
1,Norte,11,Rondônia,1100080,110008015,Costa Marques,Real Forte Príncipe da Beira,3,239,106,106,0,3.144736842,,76
1,Norte,11,Rondônia,1100080,110008035,Costa Marques,São Domingos do Guaporé,8,3409,1784,1782,2,2.811570248,1.818181818,1210
1,Norte,11,Rondônia,1100098,110009805,Espigão D'Oeste,Espigão D'Oeste,46,24643,10722,10708,14,2.796108772,4.93799067,8789
1,Norte,11,Rondônia,1100098,110009810,Espigão D'Oeste,Boa Vista do Pacarana,6,1602,821,820,1,2.944852941,0.551470588,544
1,Norte,11,Rondônia,1100098,110009812,Espigão D'Oeste,Novo Paraíso,3,1278,603,603,0,2.808791209,0.43956044,455
1,Norte,11,Rondônia,1100098,110009815,Espigão D'Oeste,Flor da Serra,4,891,499,499,0,2.90228013,5.863192182,307
1,Norte,11,Rondônia,1100098,110009818,Espigão D'Oeste,Nova Esperança,2,1000,528,528,0,2.631578947,2.105263158,380
1,Norte,11,Rondônia,1100106,110010605,Guajará-Mirim,Guajará-Mirim,110,35692,14633,14602,31,3.25429648,1.112030144,10881
1,Norte,11,Rondônia,1100106,110010612,Guajará-Mirim,Iata,10,1610,625,624,1,3.7475,,400
1,Norte,11,Rondônia,1100106,110010622,Guajará-Mirim,Surpresa,17,2085,696,696,0,3.911819887,,533
1,Norte,11,Rondônia,1100114,110011405,Jaru,Jaru,64,43265,20019,20009,10,2.646360954,5.083599705,16268
1,Norte,11,Rondônia,1100114,110011410,Jaru,Bom Jesus,5,1747,916,916,0,2.721183801,0.46728972,642
1,Norte,11,Rondônia,1100114,110011420,Jaru,Santa Cruz da Serra,5,904,531,531,0,2.722891566,1.506024096,332
1,Norte,11,Rondônia,1100114,110011425,Jaru,Tarilândia,15,4675,2612,2612,0,2.725947522,4.198250729,1715
1,Norte,11,Rondônia,1100122,110012205,Ji-Paraná,Ji-Paraná,198,120682,54591,54538,53,2.749307828,4.191931904,43703
1,Norte,11,Rondônia,1100122,110012220,Ji-Paraná,Nova Colina,4,1108,587,587,0,2.833759591,3.836317136,391
1,Norte,11,Rondônia,1100122,110012225,Ji-Paraná,Nova Londrina,4,2543,1388,1386,2,2.705319149,2.127659574,940
1,Norte,11,Rondônia,1100130,110013005,Machadinho D'Oeste,Machadinho D'Oeste,53,25061,12224,12210,14,2.780925823,1.472392638,8965
1,Norte,11,Rondônia,1100130,110013015,Machadinho D'Oeste,Oriente Novo,5,2054,958,958,0,2.998540146,1.313868613,685
1,Norte,11,Rondônia,1100130,110013020,Machadinho D'Oeste,Quinto BEC,5,2646,1226,1226,0,2.820895522,1.70575693,938
1,Norte,11,Rondônia,1100130,110013025,Machadinho D'Oeste,Tabajara,5,946,679,679,0,3.091503268,0.326797386,306
1,Norte,11,Rondônia,1100148,110014805,Nova Brasilândia D'Oeste,Nova Brasilândia D'Oeste,35,15679,7861,7859,2,2.70305225,1.931367477,5799
1,Norte,11,Rondônia,1100155,110015505,Ouro Preto do Oeste,Ouro Preto do Oeste,57,32633,15051,15032,19,2.608185254,4.591139342,12437
1,Norte,11,Rondônia,1100155,110015525,Ouro Preto do Oeste,Rondominas,8,2411,1372,1371,1,2.705948373,4.152637486,891
1,Norte,11,Rondônia,1100189,110018905,Pimenta Bueno,Pimenta Bueno,41,31265,14209,14192,17,2.797832957,3.738148984,11075
1,Norte,11,Rondônia,1100189,110018915,Pimenta Bueno,Marco Rondon,16,2497,1637,1632,5,2.983253589,2.631578947,836
1,Norte,11,Rondônia,1100189,110018920,Pimenta Bueno,Itaporanga,4,1317,618,618,0,2.920177384,0.22172949,451
1,Norte,11,Rondônia,1100205,110020505,Porto Velho,Porto Velho,590,412804,180942,180835,107,3.002116921,4.340787729,136519
1,Norte,11,Rondônia,1100205,110020510,Porto Velho,Abunã,6,2385,1354,1345,9,3.006313131,2.272727273,792
1,Norte,11,Rondônia,1100205,110020515,Porto Velho,Calama,10,2312,926,925,1,3.405007364,2.503681885,679
1,Norte,11,Rondônia,1100205,110020516,Porto Velho,Demarcação,13,845,396,396,0,3.393574297,,249
1,Norte,11,Rondônia,1100205,110020517,Porto Velho,Extrema,18,7171,3117,3108,9,3.110629067,5.596529284,2305
1,Norte,11,Rondônia,1100205,110020518,Porto Velho,Fortaleza do Abunã,4,474,380,347,33,2.797619048,,168
1,Norte,11,Rondônia,1100205,110020520,Porto Velho,Jaci Paraná,31,11675,6085,6059,26,2.959064327,2.618866006,3933
1,Norte,11,Rondônia,1100205,110020525,Porto Velho,Mutum Paraná,20,7509,4136,4125,11,2.922897196,0.856697819,2568
1,Norte,11,Rondônia,1100205,110020530,Porto Velho,Nazaré,3,607,329,326,3,3.025125628,0.502512563,199
1,Norte,11,Rondônia,1100205,110020535,Porto Velho,Nova Califórnia,7,5216,2097,2095,2,3.163129169,3.881140085,1649
1,Norte,11,Rondônia,1100205,110020540,Porto Velho,São Carlos,5,1176,500,497,3,3.102902375,,379
1,Norte,11,Rondônia,1100205,110020545,Porto Velho,Vista Alegre do Abunã,14,8260,3294,3278,16,3.193723363,4.184424642,2581
1,Norte,11,Rondônia,1100254,110025405,Presidente Médici,Presidente Médici,21,12150,5780,5767,13,2.642935139,5.45970736,4579
1,Norte,11,Rondônia,1100254,110025415,Presidente Médici,Estrela de Rondônia,8,1915,919,918,1,2.743553009,1.00286533,698
1,Norte,11,Rondônia,1100254,110025420,Presidente Médici,Novo Riachuelo,5,1229,658,658,0,2.626068376,0.213675214,468
1,Norte,11,Rondônia,1100254,110025425,Presidente Médici,Vila Bandeira Branca,3,1272,704,703,1,2.606557377,0.409836066,488
1,Norte,11,Rondônia,1100254,110025430,Presidente Médici,Vila Camargo,9,2761,1423,1423,0,2.761,0.6,1000
1,Norte,11,Rondônia,1100262,110026205,Rio Crespo,Rio Crespo,10,3471,1772,1766,6,2.763157895,1.754385965,1254
1,Norte,11,Rondônia,1100288,110028805,Rolim de Moura,Rolim de Moura,90,56406,25631,25604,27,2.673966863,4.699104932,21004
1,Norte,11,Rondônia,1100296,110029605,Santa Luzia D'Oeste,Santa Luzia D'Oeste,20,7419,3580,3571,9,2.679840464,2.900652647,2758
1,Norte,11,Rondônia,1100304,110030405,Vilhena,Vilhena,134,95832,42599,42575,24,2.724630232,4.068870995,35022
1,Norte,11,Rondônia,1100320,110032005,São Miguel do Guaporé,São Miguel do Guaporé,43,18952,8815,8807,8,2.731905038,2.793862189,6908
1,Norte,11,Rondônia,1100320,110032020,São Miguel do Guaporé,Santana do Guaporé,5,2683,1506,1506,0,2.743353783,0.81799591,978
1,Norte,11,Rondônia,1100338,110033805,Nova Mamoré,Nova Mamoré,20,10409,4778,4766,12,2.976824034,0.944206009,3495
1,Norte,11,Rondônia,1100338,110033810,Nova Mamoré,Araras,2,668,501,500,1,2.715447154,4.87804878,246
1,Norte,11,Rondônia,1100338,110033812,Nova Mamoré,Jacynópolis,11,4470,2017,2014,3,3.085062241,3.941908714,1446
1,Norte,11,Rondônia,1100338,110033815,Nova Mamoré,Nova Dimensão,15,6169,2932,2926,6,3.00194742,1.071080818,2054
1,Norte,11,Rondônia,1100338,110033820,Nova Mamoré,Palmeiras,16,2299,1132,1130,2,3.122282609,0.543478261,736
1,Norte,11,Rondônia,1100338,110033825,Nova Mamoré,Nova Marechal Rondon,2,1429,722,722,0,2.881048387,0.806451613,496
1,Norte,11,Rondônia,1100346,110034605,Alvorada D'Oeste,Alvorada D'Oeste,24,10414,4956,4954,2,2.714546403,2.450469239,3836
1,Norte,11,Rondônia,1100346,110034625,Alvorada D'Oeste,Tancredópolis,4,1279,594,594,0,2.709745763,1.906779661,472
1,Norte,11,Rondônia,1100346,110034630,Alvorada D'Oeste,Terra Boa,3,1424,656,656,0,2.792156863,2.745098039,510
1,Norte,11,Rondônia,1100379,110037905,Alto Alegre dos Parecis,Alto Alegre dos Parecis,28,11479,5188,5179,9,2.838861386,2.599009901,4040
1,Norte,11,Rondônia,1100403,110040305,Alto Paraíso,Alto Paraíso,32,16320,7563,7555,8,2.826719806,4.453300988,5771
1,Norte,11,Rondônia,1100452,110045205,Buritis,Buritis,40,27992,13246,13232,14,2.808339208,4.099103636,9929
1,Norte,11,Rondônia,1100502,110050205,Novo Horizonte do Oeste,Novo Horizonte do Oeste,11,4159,2089,2085,4,2.763297872,1.196808511,1504
1,Norte,11,Rondônia,1100502,110050210,Novo Horizonte do Oeste,Migrantinópolis,7,3508,1872,1870,2,2.708880309,1.467181467,1295
1,Norte,11,Rondônia,1100601,110060105,Cacaulândia,Cacaulândia,16,4150,2274,2270,4,2.796495957,0.606469003,1484
1,Norte,11,Rondônia,1100700,110070005,Campo Novo de Rondônia,Campo Novo de Rondônia,20,8844,4820,4817,3,2.875325521,0.325520833,3072
1,Norte,11,Rondônia,1100809,110080905,Candeias do Jamari,Candeias do Jamari,39,18938,9152,9146,6,3.002854877,4.044409199,6305
1,Norte,11,Rondônia,1100809,110080920,Candeias do Jamari,Rio Preto do Candeias,5,3372,1831,1828,3,2.978798587,7.067137809,1132
1,Norte,11,Rondônia,1100908,110090805,Castanheiras,Castanheiras,11,3233,1753,1748,5,2.696413678,1.668056714,1199
1,Norte,11,Rondônia,1100924,110092405,Chupinguaia,Chupinguaia,29,9324,4250,4209,41,2.896111975,2.395023328,3215
1,Norte,11,Rondônia,1100940,110094005,Cujubim,Cujubim,33,14863,7604,7586,18,2.848694316,3.206605223,5208
1,Norte,11,Rondônia,1101005,110100505,Governador Jorge Teixeira,Governador Jorge Teixeira,17,5823,2899,2897,2,2.757102273,1.089015152,2112
1,Norte,11,Rondônia,1101005,110100515,Governador Jorge Teixeira,Colina Verde,15,2178,1140,1139,1,2.763959391,4.568527919,788
1,Norte,11,Rondônia,1101104,110110405,Itapuã do Oeste,Itapuã do Oeste,16,8548,4116,4109,7,2.936447956,3.881827551,2911
1,Norte,11,Rondônia,1101203,110120305,Ministro Andreazza,Ministro Andreazza,18,6466,3412,3412,0,2.713386488,2.601762484,2383
1,Norte,11,Rondônia,1101302,110130205,Mirante da Serra,Mirante da Serra,23,9235,5002,4998,4,2.632554162,3.278221209,3508
1,Norte,11,Rondônia,1101401,110140105,Monte Negro,Monte Negro,23,11548,5927,5921,6,2.725253957,4.795653201,4233
1,Norte,11,Rondônia,1101435,110143505,Nova União,Nova União,15,6200,2885,2882,3,2.769093345,5.00223314,2239
1,Norte,11,Rondônia,1101450,110145005,Parecis,Parecis,17,4125,2384,2377,7,2.75168691,3.913630229,1482
1,Norte,11,Rondônia,1101468,110146805,Pimenteiras do Oeste,Pimenteiras do Oeste,18,2156,1239,1216,23,2.853723404,4.521276596,752
1,Norte,11,Rondônia,1101476,110147605,Primavera de Rondônia,Primavera de Rondônia,10,3076,1500,1500,0,2.714916152,2.559576346,1133
1,Norte,11,Rondônia,1101484,110148405,São Felipe D'Oeste,São Felipe D'Oeste,10,5258,2423,2422,1,2.678899083,0.356778797,1962
1,Norte,11,Rondônia,1101492,110149205,São Francisco do Guaporé,São Francisco do Guaporé,44,13818,6320,6309,11,2.7972397,1.380150193,4927
1,Norte,11,Rondônia,1101492,110149210,São Francisco do Guaporé,Porto Murtinho,6,2468,1242,1240,2,2.830275229,0.229357798,872
1,Norte,11,Rondônia,1101500,110150005,Seringueiras,Seringueiras,27,11171,5190,5181,9,2.824095166,0.733991395,3951
1,Norte,11,Rondônia,1101559,110155905,Teixeirópolis,Teixeirópolis,9,4256,2031,2031,0,2.690265487,4.740834387,1582
1,Norte,11,Rondônia,1101609,110160905,Theobroma,Theobroma,19,8113,4385,4378,7,2.697140957,2.659574468,3008
1,Norte,11,Rondônia,1101708,110170805,Urupá,Urupá,26,10725,5041,5038,3,2.713815789,3.820850202,3952
1,Norte,11,Rondônia,1101757,110175705,Vale do Anari,Vale do Anari,20,7788,3914,3912,2,2.755752212,2.371681416,2825
1,Norte,11,Rondônia,1101807,110180705,Vale do Paraíso,Vale do Paraíso,13,6479,3453,3452,1,2.645424837,0.367647059,2448
1,Norte,12,Acre,1200013,120001305,Acrelândia,Acrelândia,27,14021,5708,5700,8,3.13442183,1.878774323,4471
1,Norte,12,Acre,1200054,120005405,Assis Brasil,Assis Brasil,48,8100,3002,2994,8,3.333196046,4.983525535,2428
1,Norte,12,Acre,1200104,120010405,Brasiléia,Brasiléia,57,26000,10946,10938,8,2.992977205,4.570573336,8686
1,Norte,12,Acre,1200138,120013805,Bujari,Bujari,29,12917,5845,5832,13,3.080610541,4.22132125,4193
1,Norte,12,Acre,1200179,120017905,Capixaba,Capixaba,29,10392,4222,4211,11,2.991354467,2.074927954,3470
1,Norte,12,Acre,1200203,120020305,Cruzeiro do Sul,Cruzeiro do Sul,162,91888,31869,31828,41,3.408195312,4.927655438,26747
1,Norte,12,Acre,1200252,120025205,Epitaciolândia,Epitaciolândia,42,18757,8125,8113,12,2.893518519,3.641975309,6480
1,Norte,12,Acre,1200302,120030205,Feijó,Feijó,149,35426,11467,11422,45,3.771985929,0.564971751,9381
1,Norte,12,Acre,1200328,120032805,Jordão,Jordão,71,9222,2459,2450,9,4.586859134,0.149328024,2009
1,Norte,12,Acre,1200336,120033605,Mâncio Lima,Mâncio Lima,60,19294,7067,7059,8,3.385317878,1.615735862,5694
1,Norte,12,Acre,1200344,120034405,Manoel Urbano,Manoel Urbano,36,11996,4010,4004,6,3.696979038,0.678175092,3244
1,Norte,12,Acre,1200351,120035105,Marechal Thaumaturgo,Marechal Thaumaturgo,74,17093,5321,5313,8,3.955797269,1.411710252,4321
1,Norte,12,Acre,1200385,120038505,Plácido de Castro,Plácido de Castro,34,14346,6268,6259,9,2.984592963,2.165313346,4803
1,Norte,12,Acre,1200385,120038510,Plácido de Castro,Campinas,5,2214,977,974,3,2.934926959,0.398406375,753
1,Norte,12,Acre,1200393,120039305,Porto Walter,Porto Walter,38,10735,3279,3278,1,4.111451551,2.757564152,2611
1,Norte,12,Acre,1200401,120040105,Rio Branco,Rio Branco,613,364756,148826,148730,96,2.921456758,1.559082949,123919
1,Norte,12,Acre,1200427,120042705,Rodrigues Alves,Rodrigues Alves,40,14938,5353,5348,5,3.553307949,1.213707758,4202
1,Norte,12,Acre,1200435,120043505,Santa Rosa do Purus,Santa Rosa do Purus,69,6723,1610,1608,2,4.995539033,1.784386617,1345
1,Norte,12,Acre,1200450,120045005,Senador Guiomard,Senador Guiomard,48,21454,9223,9212,11,3.015793252,1.062455133,6965
1,Norte,12,Acre,1200500,120050005,Sena Madureira,Sena Madureira,137,41343,14886,14859,27,3.236881678,0.656905421,12635
1,Norte,12,Acre,1200609,120060905,Tarauacá,Tarauacá,129,43467,13618,13606,12,3.802781962,0.761938513,11287
1,Norte,12,Acre,1200708,120070805,Xapuri,Xapuri,49,18243,7967,7945,22,2.993598162,4.69468155,6092
1,Norte,12,Acre,1200807,120080705,Porto Acre,Porto Acre,26,9640,4452,4438,14,3.028634361,1.447451227,3178
1,Norte,12,Acre,1200807,120080720,Porto Acre,Vila do Caquetá,4,1817,691,691,0,3.371057514,6.493506494,539
1,Norte,12,Acre,1200807,120080723,Porto Acre,Vila do Incra,6,3418,1343,1343,0,3.079279279,2.162162162,1110
1,Norte,12,Acre,1200807,120080725,Porto Acre,Vila do V,4,1818,787,787,0,2.922829582,4.180064309,622
1,Norte,13,Amazonas,1300029,130002905,Alvarães,Alvarães,44,15866,4093,4072,21,4.657252133,1.05913504,3399
1,Norte,13,Amazonas,1300060,130006005,Amaturá,Amaturá,50,10819,2617,2612,5,5.014842301,0.046382189,2156
1,Norte,13,Amazonas,1300086,130008605,Anamã,Anamã,31,9962,2872,2862,10,4.293609672,2.936096718,2316
1,Norte,13,Amazonas,1300102,130010205,Anori,Anori,44,17194,4798,4777,21,4.129008922,0.458162527,4147
1,Norte,13,Amazonas,1300144,130014405,Apuí,Apuí,66,18352,6074,6053,21,3.482646834,3.813882532,5244
1,Norte,13,Amazonas,1300144,130014410,Apuí,Sucunduri,19,2295,632,630,2,4.149908592,6.032906764,547
1,Norte,13,Amazonas,1300201,130020105,Atalaia do Norte,Atalaia do Norte,148,15314,3982,3938,44,4.482300885,1.85840708,3390
1,Norte,13,Amazonas,1300300,130030005,Autazes,Autazes,134,32854,11852,11840,12,3.785846012,2.097740894,8676
1,Norte,13,Amazonas,1300300,130030010,Autazes,Murutinga,107,8710,3692,3683,9,3.730192719,4.111349036,2335
1,Norte,13,Amazonas,1300409,130040905,Barcelos,Barcelos,234,18834,5446,5415,31,4.392138512,2.924660739,4274
1,Norte,13,Amazonas,1300508,130050805,Barreirinha,Barreirinha,98,12352,3491,3455,36,4.512204142,0.887573964,2704
1,Norte,13,Amazonas,1300508,130050810,Barreirinha,Ariaú,87,5238,1388,1385,3,4.535064935,10.64935065,1155
1,Norte,13,Amazonas,1300508,130050812,Barreirinha,Cametá,8,3020,924,923,1,4.496274218,2.384500745,671
1,Norte,13,Amazonas,1300508,130050815,Barreirinha,Freguesia do Andirá,107,5336,1675,1674,1,4.373770492,3.442622951,1220
1,Norte,13,Amazonas,1300508,130050820,Barreirinha,Pedras,11,5105,1644,1641,3,4.439130435,1.565217391,1150
1,Norte,13,Amazonas,1300607,130060705,Benjamin Constant,Benjamin Constant,102,37648,9094,9056,38,4.848379181,1.265659305,7743
1,Norte,13,Amazonas,1300631,130063105,Beruri,Beruri,106,20718,6049,6038,11,4.536622807,3.442982456,4560
1,Norte,13,Amazonas,1300680,130068005,Boa Vista do Ramos,Boa Vista do Ramos,36,15859,3324,3309,15,5.056122449,0.031887755,3136
1,Norte,13,Amazonas,1300680,130068010,Boa Vista do Ramos,Lago Preto,5,3381,682,682,0,5.193548387,0.460829493,651
1,Norte,13,Amazonas,1300680,130068015,Boa Vista do Ramos,Massauari,7,2705,528,528,0,5.442655936,,497
1,Norte,13,Amazonas,1300680,130068020,Boa Vista do Ramos,Do Rio Urubu,5,1840,319,319,0,5.878594249,,313
1,Norte,13,Amazonas,1300706,130070605,Boca do Acre,Boca do Acre,117,30308,10557,10534,23,3.471358053,4.477097922,8711
1,Norte,13,Amazonas,1300706,130070610,Boca do Acre,Floriano Peixoto,58,5139,2097,2096,1,3.512645249,4.169514696,1463
1,Norte,13,Amazonas,1300805,130080505,Borba,Borba,88,24355,7737,7722,15,4.037707641,3.006644518,6020
1,Norte,13,Amazonas,1300805,130080520,Borba,Canumã,119,7071,1927,1927,0,4.651973684,0.723684211,1520
1,Norte,13,Amazonas,1300805,130080525,Borba,Axinin,4,1654,664,663,1,3.675555556,2.666666667,450
1,Norte,13,Amazonas,1300839,130083905,Caapiranga,Caapiranga,25,13469,3207,3192,15,4.507573208,3.332211377,2971
1,Norte,13,Amazonas,1300904,130090405,Canutama,Canutama,24,9614,2673,2668,5,4.05785473,0.802364865,2368
1,Norte,13,Amazonas,1300904,130090410,Canutama,Belo Monte,20,1723,594,594,0,3.96091954,13.79310345,435
1,Norte,13,Amazonas,1300904,130090415,Canutama,Açuanópolis,30,5532,2610,2609,1,3.161142857,6.628571429,1750
1,Norte,13,Amazonas,1301001,130100105,Carauari,Carauari,97,28742,8205,8177,28,3.958994892,0.013806434,7243
1,Norte,13,Amazonas,1301100,130110005,Careiro,Careiro,85,18684,7622,7595,27,3.471168155,3.869047619,5376
1,Norte,13,Amazonas,1301100,130110010,Careiro,Purupuru,22,6525,3352,3352,0,3.18914956,3.079178886,2046
1,Norte,13,Amazonas,1301100,130110015,Careiro,Janauacá,19,5583,2446,2444,2,3.375453446,4.292623942,1654
1,Norte,13,Amazonas,1301159,130115905,Careiro da Várzea,Careiro da Várzea,128,19637,7726,7710,16,3.390425164,4.562737643,5786
1,Norte,13,Amazonas,1301209,130120905,Coari,Coari,172,70616,21305,21266,39,4.013367463,4.880546075,17580
1,Norte,13,Amazonas,1301308,130130805,Codajás,Codajás,29,21684,6085,6064,21,4.193948798,5.120248254,5156
1,Norte,13,Amazonas,1301308,130130810,Codajás,Badajós,12,1865,570,570,0,4.44047619,,420
1,Norte,13,Amazonas,1301407,130140705,Eirunepé,Eirunepé,139,33170,9680,9667,13,4.064389285,0.012288031,8138
1,Norte,13,Amazonas,1301506,130150605,Envira,Envira,56,17186,4877,4852,25,4.094294581,,4189
1,Norte,13,Amazonas,1301605,130160505,Fonte Boa,Fonte Boa,94,25871,6053,6021,32,4.810457516,2.464985994,5355
1,Norte,13,Amazonas,1301654,130165405,Guajará,Guajará,45,13815,4424,4417,7,3.818710213,0.249100471,3613
1,Norte,13,Amazonas,1301704,130170405,Humaitá,Humaitá,137,53126,15255,15230,25,3.979168228,3.9340577,13345
1,Norte,13,Amazonas,1301704,130170410,Humaitá,Realidade,11,4347,1316,1312,4,3.966240876,11.31386861,1096
1,Norte,13,Amazonas,1301803,130180305,Ipixuna,Ipixuna,59,24311,5149,5125,24,4.997097242,0.103669915,4823
1,Norte,13,Amazonas,1301852,130185205,Iranduba,Iranduba,92,36769,17437,17426,11,3.383671587,4.63099631,10840
1,Norte,13,Amazonas,1301852,130185210,Iranduba,Ariaú,13,2719,1870,1866,4,3.317013464,2.447980416,817
1,Norte,13,Amazonas,1301852,130185215,Iranduba,Cacau Pirêra,32,16506,6249,6247,2,3.638888889,3.703703704,4536
1,Norte,13,Amazonas,1301852,130185220,Iranduba,Lago do Limão,9,2475,1575,1574,1,3.300400534,2.136181575,749
1,Norte,13,Amazonas,1301852,130185225,Iranduba,Paricatuba,10,2694,2073,2072,1,3.093103448,2.298850575,870
1,Norte,13,Amazonas,1301902,130190205,Itacoatiara,Itacoatiara,163,81586,26546,26510,36,3.752950396,2.254287295,21692
1,Norte,13,Amazonas,1301902,130190210,Itacoatiara,Amatari,96,22012,8578,8569,9,3.649204244,3.24933687,6032
1,Norte,13,Amazonas,1301951,130195105,Itamarati,Itamarati,47,10937,2819,2807,12,4.675664096,,2334
1,Norte,13,Amazonas,1302009,130200905,Itapiranga,Itapiranga,29,10162,3429,3396,33,3.884748367,1.114099116,2603
1,Norte,13,Amazonas,1302108,130210805,Japurá,Japurá,37,7828,1890,1867,23,5.06714472,0.977835724,1534
1,Norte,13,Amazonas,1302108,130210810,Japurá,Vila Bitencourt,28,1030,298,297,1,4.883495146,13.10679612,206
1,Norte,13,Amazonas,1302207,130220705,Juruá,Juruá,67,10742,3248,3233,15,4.242388296,0.55357849,2529
1,Norte,13,Amazonas,1302306,130230605,Jutaí,Jutaí,112,25172,5589,5563,26,5.155940594,2.20709571,4848
1,Norte,13,Amazonas,1302405,130240505,Lábrea,Lábrea,256,45448,13474,13443,31,4.022876397,4.264940592,11278
1,Norte,13,Amazonas,1302504,130250405,Manacapuru,Manacapuru,211,101883,34985,34933,52,3.780528605,3.780528605,26901
1,Norte,13,Amazonas,1302553,130255305,Manaquiri,Manaquiri,116,17107,6877,6873,4,3.447580645,1.733870968,4960
1,Norte,13,Amazonas,1302603,130260305,Manaus,Manaus,3210,2063689,738012,737542,470,3.266815948,2.88513536,630577
1,Norte,13,Amazonas,1302702,130270205,Manicoré,Manicoré,213,44838,11595,11577,18,4.536817583,4.294540666,9873
1,Norte,13,Amazonas,1302702,130270210,Manicoré,Santo Antônio do Matupi,26,9076,2653,2638,15,3.912068966,4.74137931,2320
1,Norte,13,Amazonas,1302801,130280105,Maraã,Maraã,52,15529,3853,3815,38,5.090879048,2.511566424,3026
1,Norte,13,Amazonas,1302900,130290005,Maués,Maués,67,42769,11359,11316,43,4.426582147,1.215837057,9623
1,Norte,13,Amazonas,1302900,130290010,Maués,Osório da Fonseca,53,9124,2277,2277,0,4.91065662,5.220667384,1858
1,Norte,13,Amazonas,1302900,130290015,Maués,Repartimento,76,9311,2211,2211,0,5.135686707,5.791505792,1813
1,Norte,13,Amazonas,1303007,130300705,Nhamundá,Nhamundá,57,20136,5497,5491,6,4.384312869,1.114266987,4577
1,Norte,13,Amazonas,1303106,130310605,Nova Olinda do Norte,Nova Olinda do Norte,65,27062,8398,8386,12,4.151933702,0.705954573,6516
1,Norte,13,Amazonas,1303205,130320505,Novo Airão,Novo Airão,82,15761,5291,5273,18,3.772182254,1.486810552,4170
1,Norte,13,Amazonas,1303304,130330405,Novo Aripuanã,Novo Aripuanã,81,23818,5583,5540,43,4.94934334,4.627892433,4797
1,Norte,13,Amazonas,1303403,130340305,Parintins,Parintins,151,75192,22646,22576,70,3.961245638,1.517394523,18914
1,Norte,13,Amazonas,1303403,130340310,Parintins,Mocambo,8,3027,934,933,1,4.374277457,0.578034682,692
1,Norte,13,Amazonas,1303403,130340315,Parintins,Caburi,9,3231,1205,1202,3,4.110687023,0.763358779,786
1,Norte,13,Amazonas,1303403,130340320,Parintins,Vila Amazônia,24,8359,2871,2869,2,4.214826021,3.429147756,1983
1,Norte,13,Amazonas,1303403,130340325,Parintins,Tracajá,9,2857,1014,1014,0,4.28978979,0.750750751,666
1,Norte,13,Amazonas,1303403,130340330,Parintins,Uaicurapá,20,3706,1303,1299,4,4.22095672,0.455580866,878
1,Norte,13,Amazonas,1303502,130350205,Pauini,Pauini,111,19373,4740,4714,26,4.872415532,2.244074634,3966
1,Norte,13,Amazonas,1303536,130353605,Presidente Figueiredo,Presidente Figueiredo,96,26598,12623,12603,20,3.272984615,0.849230769,8125
1,Norte,13,Amazonas,1303536,130353610,Presidente Figueiredo,Balbina,28,4070,2525,2524,1,3.19466248,0.235478807,1274
1,Norte,13,Amazonas,1303569,130356905,Rio Preto da Eva,Rio Preto da Eva,82,24936,12804,12784,20,3.186198083,0.89456869,7825
1,Norte,13,Amazonas,1303601,130360105,Santa Isabel do Rio Negro,Santa Isabel do Rio Negro,135,14164,3328,3299,29,5.142596645,0.14587892,2742
